latitude,longitude,marker_label
45.51245,9.17675,757
45.51245,9.181450000000002,758
45.51245,9.186150000000001,759
45.51245,9.190850000000001,760
45.51245,9.19555,761
45.51245,9.20025,762
45.51245,9.20495,763
45.51245,9.20965,764
45.51245,9.214350000000001,765
45.51245,9.219050000000001,766
45.51245,9.22375,767
45.51245,9.22845,768
45.51245,9.23315,769
45.51245,9.237850000000002,770
45.51245,9.242550000000001,771
45.51715,9.14855,788
45.51715,9.15325,789
45.51715,9.157950000000001,790
45.51715,9.162650000000001,791
45.51715,9.16735,792
45.51715,9.17205,793
45.51715,9.17675,794
45.51715,9.181450000000002,795
45.51715,9.186150000000001,796
45.51715,9.190850000000001,797
45.51715,9.19555,798
45.51715,9.20025,799
45.51715,9.20495,800
45.51715,9.20965,801
45.51715,9.214350000000001,802
45.51715,9.219050000000001,803
45.51715,9.22375,804
45.51715,9.22845,805
45.51715,9.23315,806
45.51715,9.237850000000002,807
45.52185,9.20965,838
45.52185,9.214350000000001,839
45.52185,9.219050000000001,840
45.52185,9.22375,841
45.52185,9.22845,842
45.52185,9.23315,843
